full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,Sentiment
Gugatan PDI Perjuangan terkait hasil Pilpres 2024 di Pengadilan Tata Usaha Negara (PTUN) tidak akan menunda pelantikan Prabowo Subianto dan Gibran Rakabuming Raka sebagai presiden dan wakil presiden terpilih periode 2024-2029. https://t.co/TOVcYBUvpo,Gugatan PDI Perjuangan terkait hasil Pilpres  di Pengadilan Tata Usaha Negara PTUN tidak akan menunda pelantikan Prabowo Subianto dan Gibran Rakabuming Raka sebagai presiden dan wakil presiden terpilih periode  ,gugatan pdi perjuangan terkait hasil pilpres  di pengadilan tata usaha negara ptun tidak akan menunda pelantikan prabowo subianto dan gibran rakabuming raka sebagai presiden dan wakil presiden terpilih periode  ,"['gugatan', 'pdi', 'perjuangan', 'terkait', 'hasil', 'pilpres', 'di', 'pengadilan', 'tata', 'usaha', 'negara', 'ptun', 'tidak', 'akan', 'menunda', 'pelantikan', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'periode']","['gugatan', 'pdi', 'perjuangan', 'terkait', 'hasil', 'pilpres', 'pengadilan', 'tata', 'usaha', 'negara', 'ptun', 'menunda', 'pelantikan', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'presiden', 'wakil', 'presiden', 'terpilih', 'periode']",gugatan pdi perjuangan terkait hasil pilpres pengadilan tata usaha negara ptun menunda pelantikan prabowo subianto gibran rakabuming raka presiden wakil presiden terpilih periode,
Momen saat Prabowo Subianto telah berpidato atas penetapan dirinya sebagai Presiden terpilih oleh KPU Rabu (24/4/24). Prabowo Subianto dan Gibran Rakabuming Raka resmi ditetapkan sebagai Presiden dan Wakil Presiden terpilih oleh KPU. Source : @pojoksatuid #politikindonesia https://t.co/nnrjKsb5KI,Momen saat Prabowo Subianto telah berpidato atas penetapan dirinya sebagai Presiden terpilih oleh KPU Rabu  Prabowo Subianto dan Gibran Rakabuming Raka resmi ditetapkan sebagai Presiden dan Wakil Presiden terpilih oleh KPU Source  pojoksatuid politikindonesia ,momen saat prabowo subianto telah berpidato atas penetapan dirinya sebagai presiden terpilih oleh kpu rabu  prabowo subianto dan gibran rakabuming raka resmi ditetapkan sebagai presiden dan wakil presiden terpilih oleh kpu source  pojoksatuid politikindonesia ,"['momen', 'saat', 'prabowo', 'subianto', 'telah', 'berpidato', 'atas', 'penetapan', 'dirinya', 'sebagai', 'presiden', 'terpilih', 'oleh', 'kpu', 'rabu', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'resmi', 'ditetapkan', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'oleh', 'kpu', 'source', 'pojoksatuid', 'politikindonesia']","['momen', 'prabowo', 'subianto', 'berpidato', 'penetapan', 'presiden', 'terpilih', 'kpu', 'rabu', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'resmi', 'ditetapkan', 'presiden', 'wakil', 'presiden', 'terpilih', 'kpu', 'source', 'pojoksatuid', 'politikindonesia']",momen prabowo subianto berpidato penetapan presiden terpilih kpu rabu prabowo subianto gibran rakabuming raka resmi ditetapkan presiden wakil presiden terpilih kpu source pojoksatuid politikindonesia,Positive
PPP Diminta untuk Nyatakan Dukungan kepada Prabowo-Gibran Sebagai Presiden dan Wakil Presiden Terpilih https://t.co/sv6sDSzJF4,PPP Diminta untuk Nyatakan Dukungan kepada PrabowoGibran Sebagai Presiden dan Wakil Presiden Terpilih ,ppp diminta untuk nyatakan dukungan kepada prabowogibran sebagai presiden dan wakil presiden terpilih ,"['ppp', 'diminta', 'untuk', 'nyatakan', 'dukungan', 'kepada', 'prabowogibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih']","['ppp', 'nyatakan', 'dukungan', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'terpilih']",ppp nyatakan dukungan prabowogibran presiden wakil presiden terpilih,Positive
Presiden dan Wakil Presiden terpilih Prabowo dan Gibran di Pilpres 2024 adalah hasil usungan sejumlah partai politik. Seandainya benar PKB dan Nasdem bergabung dengan Koalisi Indonesia Maju bagaimana peta politik di parlemen? Berikut penjelasannya. https://t.co/ns6OyEQSsE https://t.co/u3hylLDsnT,Presiden dan Wakil Presiden terpilih Prabowo dan Gibran di Pilpres  adalah hasil usungan sejumlah partai politik Seandainya benar PKB dan Nasdem bergabung dengan Koalisi Indonesia Maju bagaimana peta politik di parlemen Berikut penjelasannya  ,presiden dan wakil presiden terpilih prabowo dan gibran di pilpres  adalah hasil usungan sejumlah partai politik seandainya benar pkb dan nasdem bergabung dengan koalisi indonesia maju bagaimana peta politik di parlemen berikut penjelasannya  ,"['presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'prabowo', 'dan', 'gibran', 'di', 'pilpres', 'adalah', 'hasil', 'usungan', 'sejumlah', 'partai', 'politik', 'seandainya', 'benar', 'pkb', 'dan', 'nasdem', 'bergabung', 'dengan', 'koalisi', 'indonesia', 'maju', 'bagaimana', 'peta', 'politik', 'di', 'parlemen', 'berikut', 'penjelasannya']","['presiden', 'wakil', 'presiden', 'terpilih', 'prabowo', 'gibran', 'pilpres', 'hasil', 'usungan', 'partai', 'politik', 'seandainya', 'pkb', 'nasdem', 'bergabung', 'koalisi', 'indonesia', 'maju', 'peta', 'politik', 'parlemen', 'penjelasannya']",presiden wakil presiden terpilih prabowo gibran pilpres hasil usungan partai politik seandainya pkb nasdem bergabung koalisi indonesia maju peta politik parlemen penjelasannya,Negative
Plt Ketua Umum Partai Persatuan Pembangunan Muhamad Mardiono mengucapkan selamat kepada Prabowo-Gibran sebagai Presiden dan Wakil Presiden terpilih Indonesia. Dalam pidatonya Mardiono mengajak seluruh elemen untuk ikut bersama mewujudkan Indonesia maju dan Indonesia emas 20245. https://t.co/owXrmmCNIk,Plt Ketua Umum Partai Persatuan Pembangunan Muhamad Mardiono mengucapkan selamat kepada PrabowoGibran sebagai Presiden dan Wakil Presiden terpilih Indonesia Dalam pidatonya Mardiono mengajak seluruh elemen untuk ikut bersama mewujudkan Indonesia maju dan Indonesia emas  ,plt ketua umum partai persatuan pembangunan muhamad mardiono mengucapkan selamat kepada prabowogibran sebagai presiden dan wakil presiden terpilih indonesia dalam pidatonya mardiono mengajak seluruh elemen untuk ikut bersama mewujudkan indonesia maju dan indonesia emas  ,"['plt', 'ketua', 'umum', 'partai', 'persatuan', 'pembangunan', 'muhamad', 'mardiono', 'mengucapkan', 'selamat', 'kepada', 'prabowogibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'indonesia', 'dalam', 'pidatonya', 'mardiono', 'mengajak', 'seluruh', 'elemen', 'untuk', 'ikut', 'bersama', 'mewujudkan', 'indonesia', 'maju', 'dan', 'indonesia', 'emas']","['plt', 'ketua', 'partai', 'persatuan', 'pembangunan', 'muhamad', 'mardiono', 'selamat', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'terpilih', 'indonesia', 'pidatonya', 'mardiono', 'mengajak', 'elemen', 'mewujudkan', 'indonesia', 'maju', 'indonesia', 'emas']",plt ketua partai persatuan pembangunan muhamad mardiono selamat prabowogibran presiden wakil presiden terpilih indonesia pidatonya mardiono mengajak elemen mewujudkan indonesia maju indonesia emas,Positive
Nasdem Ogah Jadi Oposisi Ketua Umum Partai NasDem Surya Paloh mengungkap alasan partainya mendukung penuh pemerintahan di bawah kepemimpinan presiden dan wakil presiden terpilih Prabowo dan Gibran. https://t.co/yxhDSHO79L,Nasdem Ogah Jadi Oposisi Ketua Umum Partai NasDem Surya Paloh mengungkap alasan partainya mendukung penuh pemerintahan di bawah kepemimpinan presiden dan wakil presiden terpilih Prabowo dan Gibran ,nasdem ogah jadi oposisi ketua umum partai nasdem surya paloh mengungkap alasan partainya mendukung penuh pemerintahan di bawah kepemimpinan presiden dan wakil presiden terpilih prabowo dan gibran ,"['nasdem', 'ogah', 'jadi', 'oposisi', 'ketua', 'umum', 'partai', 'nasdem', 'surya', 'paloh', 'mengungkap', 'alasan', 'partainya', 'mendukung', 'penuh', 'pemerintahan', 'di', 'bawah', 'kepemimpinan', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'prabowo', 'dan', 'gibran']","['nasdem', 'ogah', 'oposisi', 'ketua', 'partai', 'nasdem', 'surya', 'paloh', 'mengungkap', 'alasan', 'partainya', 'mendukung', 'penuh', 'pemerintahan', 'kepemimpinan', 'presiden', 'wakil', 'presiden', 'terpilih', 'prabowo', 'gibran']",nasdem ogah oposisi ketua partai nasdem surya paloh mengungkap alasan partainya mendukung penuh pemerintahan kepemimpinan presiden wakil presiden terpilih prabowo gibran,
Partai Kebangkitan Bangsa menyatakan sikap mendukung Prabowo Subianto dan Gibran Rakabuming Raka sebagai presiden dan wakil presiden terpilih periode 2024-2029. Ketua Umum PKB Muhaimin Iskandar menyatakan dukungan PKB terhadap Pemerintahan Prabowo-Gibran sudah amat jelas. https://t.co/78Zkcea3y2,Partai Kebangkitan Bangsa menyatakan sikap mendukung Prabowo Subianto dan Gibran Rakabuming Raka sebagai presiden dan wakil presiden terpilih periode  Ketua Umum PKB Muhaimin Iskandar menyatakan dukungan PKB terhadap Pemerintahan PrabowoGibran sudah amat jelas ,partai kebangkitan bangsa menyatakan sikap mendukung prabowo subianto dan gibran rakabuming raka sebagai presiden dan wakil presiden terpilih periode  ketua umum pkb muhaimin iskandar menyatakan dukungan pkb terhadap pemerintahan prabowogibran sudah amat jelas ,"['partai', 'kebangkitan', 'bangsa', 'menyatakan', 'sikap', 'mendukung', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'periode', 'ketua', 'umum', 'pkb', 'muhaimin', 'iskandar', 'menyatakan', 'dukungan', 'pkb', 'terhadap', 'pemerintahan', 'prabowogibran', 'sudah', 'amat', 'jelas']","['partai', 'kebangkitan', 'bangsa', 'sikap', 'mendukung', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'presiden', 'wakil', 'presiden', 'terpilih', 'periode', 'ketua', 'pkb', 'muhaimin', 'iskandar', 'dukungan', 'pkb', 'pemerintahan', 'prabowogibran']",partai kebangkitan bangsa sikap mendukung prabowo subianto gibran rakabuming raka presiden wakil presiden terpilih periode ketua pkb muhaimin iskandar dukungan pkb pemerintahan prabowogibran,Positive
Setiap kompetisi pada akhirnya akan menyisakan yang menang dan kalah begitupun dalam pemilu. Pesta pemilu 5 tahunan telah usai Presiden dan Wakil Presideng pun telah sah terpilih. #pilpres #sengketamk #prabowo #gibran #politik #indonesia #GarudaMendunia https://t.co/O6l62iBrLW,Setiap kompetisi pada akhirnya akan menyisakan yang menang dan kalah begitupun dalam pemilu Pesta pemilu  tahunan telah usai Presiden dan Wakil Presideng pun telah sah terpilih pilpres sengketamk prabowo gibran politik indonesia GarudaMendunia ,setiap kompetisi pada akhirnya akan menyisakan yang menang dan kalah begitupun dalam pemilu pesta pemilu  tahunan telah usai presiden dan wakil presideng pun telah sah terpilih pilpres sengketamk prabowo gibran politik indonesia garudamendunia ,"['setiap', 'kompetisi', 'pada', 'akhirnya', 'akan', 'menyisakan', 'yang', 'menang', 'dan', 'kalah', 'begitupun', 'dalam', 'pemilu', 'pesta', 'pemilu', 'tahunan', 'telah', 'usai', 'presiden', 'dan', 'wakil', 'presideng', 'pun', 'telah', 'sah', 'terpilih', 'pilpres', 'sengketamk', 'prabowo', 'gibran', 'politik', 'indonesia', 'garudamendunia']","['kompetisi', 'menyisakan', 'menang', 'kalah', 'pemilu', 'pesta', 'pemilu', 'tahunan', 'presiden', 'wakil', 'presideng', 'sah', 'terpilih', 'pilpres', 'sengketamk', 'prabowo', 'gibran', 'politik', 'indonesia', 'garudamendunia']",kompetisi menyisakan menang kalah pemilu pesta pemilu tahunan presiden wakil presideng sah terpilih pilpres sengketamk prabowo gibran politik indonesia garudamendunia,
Bergabungnya PKB dan NasDem ke dalam kelompok partai pengusung presiden dan wakil presiden terpilih dinilai sebagai upaya Prabowo-Gibran untuk membuat koalisi gemoy semakin gemuk. (ist) #BeritaPolitik https://t.co/Du1QiC0fk2,Bergabungnya PKB dan NasDem ke dalam kelompok partai pengusung presiden dan wakil presiden terpilih dinilai sebagai upaya PrabowoGibran untuk membuat koalisi gemoy semakin gemuk ist BeritaPolitik ,bergabungnya pkb dan nasdem ke dalam kelompok partai pengusung presiden dan wakil presiden terpilih dinilai sebagai upaya prabowogibran untuk membuat koalisi gemoy semakin gemuk ist beritapolitik ,"['bergabungnya', 'pkb', 'dan', 'nasdem', 'ke', 'dalam', 'kelompok', 'partai', 'pengusung', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'dinilai', 'sebagai', 'upaya', 'prabowogibran', 'untuk', 'membuat', 'koalisi', 'gemoy', 'semakin', 'gemuk', 'ist', 'beritapolitik']","['bergabungnya', 'pkb', 'nasdem', 'kelompok', 'partai', 'pengusung', 'presiden', 'wakil', 'presiden', 'terpilih', 'dinilai', 'upaya', 'prabowogibran', 'koalisi', 'gemoy', 'gemuk', 'ist', 'beritapolitik']",bergabungnya pkb nasdem kelompok partai pengusung presiden wakil presiden terpilih dinilai upaya prabowogibran koalisi gemoy gemuk ist beritapolitik,
Semua tingkah laku si Hasto hanya bikin PDIP @puanmaharani_ri dan Megawati jadi kena imbasnya. KPU itu sudah menetapkan @prabowo @gibran_tweet sbg Presiden dan Wapres terpilih. @MIrvanDarwin1 @Ndons_Back @masaryaduta https://t.co/pP4sCH90G4 https://t.co/XGo9aEyXSn,Semua tingkah laku si Hasto hanya bikin PDIP puanmaharaniri dan Megawati jadi kena imbasnya KPU itu sudah menetapkan prabowo gibrantweet sbg Presiden dan Wapres terpilih MIrvanDarwin NdonsBack masaryaduta  ,semua tingkah laku si hasto hanya bikin pdip puanmaharaniri dan megawati jadi kena imbasnya kpu itu sudah menetapkan prabowo gibrantweet sbg presiden dan wapres terpilih mirvandarwin ndonsback masaryaduta  ,"['semua', 'tingkah', 'laku', 'si', 'hasto', 'hanya', 'bikin', 'pdip', 'puanmaharaniri', 'dan', 'megawati', 'jadi', 'kena', 'imbasnya', 'kpu', 'itu', 'sudah', 'menetapkan', 'prabowo', 'gibrantweet', 'sbg', 'presiden', 'dan', 'wapres', 'terpilih', 'mirvandarwin', 'ndonsback', 'masaryaduta']","['tingkah', 'laku', 'si', 'hasto', 'bikin', 'pdip', 'puanmaharaniri', 'megawati', 'kena', 'imbasnya', 'kpu', 'menetapkan', 'prabowo', 'gibrantweet', 'sbg', 'presiden', 'wapres', 'terpilih', 'mirvandarwin', 'ndonsback', 'masaryaduta']",tingkah laku si hasto bikin pdip puanmaharaniri megawati kena imbasnya kpu menetapkan prabowo gibrantweet sbg presiden wapres terpilih mirvandarwin ndonsback masaryaduta,Negative
BTW selamat untuk timnas yg masuk semifinal dan berpeluang ke olimpiade. Selamat juga untuk Presiden dan wakil Presiden terpilih pak @prabowo dan mas @gibran_tweet serta tim2 medsosnya. Selamat bekerja ,BTW selamat untuk timnas yg masuk semifinal dan berpeluang ke olimpiade Selamat juga untuk Presiden dan wakil Presiden terpilih pak prabowo dan mas gibrantweet serta tim medsosnya Selamat bekerja ,btw selamat untuk timnas yg masuk semifinal dan berpeluang ke olimpiade selamat juga untuk presiden dan wakil presiden terpilih pak prabowo dan mas gibrantweet serta tim medsosnya selamat bekerja ,"['btw', 'selamat', 'untuk', 'timnas', 'yg', 'masuk', 'semifinal', 'dan', 'berpeluang', 'ke', 'olimpiade', 'selamat', 'juga', 'untuk', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'pak', 'prabowo', 'dan', 'mas', 'gibrantweet', 'serta', 'tim', 'medsosnya', 'selamat', 'bekerja']","['btw', 'selamat', 'timnas', 'yg', 'masuk', 'semifinal', 'berpeluang', 'olimpiade', 'selamat', 'presiden', 'wakil', 'presiden', 'terpilih', 'prabowo', 'mas', 'gibrantweet', 'tim', 'medsosnya', 'selamat']",btw selamat timnas yg masuk semifinal berpeluang olimpiade selamat presiden wakil presiden terpilih prabowo mas gibrantweet tim medsosnya selamat,Positive
Setelah Prabowo Subianto dan Gibran Rakabuming Raka ditetapkan menjadi Presiden dan Wakil Presiden Terpilih oleh KPU RI pada hari Selasa (26/4) lalu seluruh mata tertuju pada Capres Nomor Urut 03 Ganjar Pranowo. Ganjar Pranowo kembali menegaskan dirinya tetap berada di luar https://t.co/4VUKgpKTxN,Setelah Prabowo Subianto dan Gibran Rakabuming Raka ditetapkan menjadi Presiden dan Wakil Presiden Terpilih oleh KPU RI pada hari Selasa  lalu seluruh mata tertuju pada Capres Nomor Urut  Ganjar Pranowo Ganjar Pranowo kembali menegaskan dirinya tetap berada di luar ,setelah prabowo subianto dan gibran rakabuming raka ditetapkan menjadi presiden dan wakil presiden terpilih oleh kpu ri pada hari selasa  lalu seluruh mata tertuju pada capres nomor urut  ganjar pranowo ganjar pranowo kembali menegaskan dirinya tetap berada di luar ,"['setelah', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'ditetapkan', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'oleh', 'kpu', 'ri', 'pada', 'hari', 'selasa', 'lalu', 'seluruh', 'mata', 'tertuju', 'pada', 'capres', 'nomor', 'urut', 'ganjar', 'pranowo', 'ganjar', 'pranowo', 'kembali', 'menegaskan', 'dirinya', 'tetap', 'berada', 'di', 'luar']","['prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'ditetapkan', 'presiden', 'wakil', 'presiden', 'terpilih', 'kpu', 'ri', 'selasa', 'mata', 'capres', 'nomor', 'urut', 'ganjar', 'pranowo', 'ganjar', 'pranowo']",prabowo subianto gibran rakabuming raka ditetapkan presiden wakil presiden terpilih kpu ri selasa mata capres nomor urut ganjar pranowo ganjar pranowo,Positive
Selamat Bapak Prabowo dan Bapak Gibran atas ditetapkannya sebagai Presiden dan Wakil Presiden Terpilih 2024-2029! Tentu akan banyak tugas kedepan yang harus dihadapi termasuk memastikan transisi energi di Indonesia. https://t.co/lfdzdrhInL,Selamat Bapak Prabowo dan Bapak Gibran atas ditetapkannya sebagai Presiden dan Wakil Presiden Terpilih  Tentu akan banyak tugas kedepan yang harus dihadapi termasuk memastikan transisi energi di Indonesia ,selamat bapak prabowo dan bapak gibran atas ditetapkannya sebagai presiden dan wakil presiden terpilih  tentu akan banyak tugas kedepan yang harus dihadapi termasuk memastikan transisi energi di indonesia ,"['selamat', 'bapak', 'prabowo', 'dan', 'bapak', 'gibran', 'atas', 'ditetapkannya', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'tentu', 'akan', 'banyak', 'tugas', 'kedepan', 'yang', 'harus', 'dihadapi', 'termasuk', 'memastikan', 'transisi', 'energi', 'di', 'indonesia']","['selamat', 'prabowo', 'gibran', 'ditetapkannya', 'presiden', 'wakil', 'presiden', 'terpilih', 'tugas', 'kedepan', 'dihadapi', 'transisi', 'energi', 'indonesia']",selamat prabowo gibran ditetapkannya presiden wakil presiden terpilih tugas kedepan dihadapi transisi energi indonesia,Positive
Koalisi presiden dan wakil presiden RI terpilih Prabowo Subianto-Gibran Rakabuming Raka kian gemuk. Pasalnya Partai Nasdem menyatakan dukungan untuk keduanya. PKB juga memberi sinyal merapat ke pemerintahan mendatang. #PrabowoGibran #PartaiNasdem #PKB #PKS,Koalisi presiden dan wakil presiden RI terpilih Prabowo SubiantoGibran Rakabuming Raka kian gemuk Pasalnya Partai Nasdem menyatakan dukungan untuk keduanya PKB juga memberi sinyal merapat ke pemerintahan mendatang PrabowoGibran PartaiNasdem PKB PKS,koalisi presiden dan wakil presiden ri terpilih prabowo subiantogibran rakabuming raka kian gemuk pasalnya partai nasdem menyatakan dukungan untuk keduanya pkb juga memberi sinyal merapat ke pemerintahan mendatang prabowogibran partainasdem pkb pks,"['koalisi', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'terpilih', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'kian', 'gemuk', 'pasalnya', 'partai', 'nasdem', 'menyatakan', 'dukungan', 'untuk', 'keduanya', 'pkb', 'juga', 'memberi', 'sinyal', 'merapat', 'ke', 'pemerintahan', 'mendatang', 'prabowogibran', 'partainasdem', 'pkb', 'pks']","['koalisi', 'presiden', 'wakil', 'presiden', 'ri', 'terpilih', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'kian', 'gemuk', 'pasalnya', 'partai', 'nasdem', 'dukungan', 'pkb', 'sinyal', 'merapat', 'pemerintahan', 'prabowogibran', 'partainasdem', 'pkb', 'pks']",koalisi presiden wakil presiden ri terpilih prabowo subiantogibran rakabuming raka kian gemuk pasalnya partai nasdem dukungan pkb sinyal merapat pemerintahan prabowogibran partainasdem pkb pks,Positive
Pak Presiden dan Wakil Presiden terpilih @prabowo dan @gibran_tweet tolong perhatikan saudara kami di Papua seka air matanya Pak. Buat mereka bahagia.,Pak Presiden dan Wakil Presiden terpilih prabowo dan gibrantweet tolong perhatikan saudara kami di Papua seka air matanya Pak Buat mereka bahagia,pak presiden dan wakil presiden terpilih prabowo dan gibrantweet tolong perhatikan saudara kami di papua seka air matanya pak buat mereka bahagia,"['pak', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'prabowo', 'dan', 'gibrantweet', 'tolong', 'perhatikan', 'saudara', 'kami', 'di', 'papua', 'seka', 'air', 'matanya', 'pak', 'buat', 'mereka', 'bahagia']","['presiden', 'wakil', 'presiden', 'terpilih', 'prabowo', 'gibrantweet', 'tolong', 'perhatikan', 'saudara', 'papua', 'seka', 'air', 'matanya', 'bahagia']",presiden wakil presiden terpilih prabowo gibrantweet tolong perhatikan saudara papua seka air matanya bahagia,
Selamat kepada Presiden dan Wakil Presiden terpilih periode 2024-2029 Bapak @prabowo dan Mas @gibran_tweet. Insya Allah amanah dalam melanjutkan arah pembangunan bangsa. Semoga Allah SWT senantiasa melindungi dan meridhoi setiap jalannya doa kami selalu menyertai. https://t.co/Da4eInslbZ,Selamat kepada Presiden dan Wakil Presiden terpilih periode  Bapak prabowo dan Mas gibrantweet Insya Allah amanah dalam melanjutkan arah pembangunan bangsa Semoga Allah SWT senantiasa melindungi dan meridhoi setiap jalannya doa kami selalu menyertai ,selamat kepada presiden dan wakil presiden terpilih periode  bapak prabowo dan mas gibrantweet insya allah amanah dalam melanjutkan arah pembangunan bangsa semoga allah swt senantiasa melindungi dan meridhoi setiap jalannya doa kami selalu menyertai ,"['selamat', 'kepada', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'periode', 'bapak', 'prabowo', 'dan', 'mas', 'gibrantweet', 'insya', 'allah', 'amanah', 'dalam', 'melanjutkan', 'arah', 'pembangunan', 'bangsa', 'semoga', 'allah', 'swt', 'senantiasa', 'melindungi', 'dan', 'meridhoi', 'setiap', 'jalannya', 'doa', 'kami', 'selalu', 'menyertai']","['selamat', 'presiden', 'wakil', 'presiden', 'terpilih', 'periode', 'prabowo', 'mas', 'gibrantweet', 'insya', 'allah', 'amanah', 'melanjutkan', 'arah', 'pembangunan', 'bangsa', 'semoga', 'allah', 'swt', 'senantiasa', 'melindungi', 'meridhoi', 'jalannya', 'doa', 'menyertai']",selamat presiden wakil presiden terpilih periode prabowo mas gibrantweet insya allah amanah melanjutkan arah pembangunan bangsa semoga allah swt senantiasa melindungi meridhoi jalannya doa menyertai,Positive
Penetapan Prabowo-Gibran jadi Presiden dan Wapres terpilih hasil pilpres 2024 pasti disambut hangat oleh para pendukungnya. #PrabowoGibran #PresidenWapresTerpilih #Pilpres2024 @prabowo @gibran_tweet https://t.co/J0MNidSElO,Penetapan PrabowoGibran jadi Presiden dan Wapres terpilih hasil pilpres  pasti disambut hangat oleh para pendukungnya PrabowoGibran PresidenWapresTerpilih Pilpres prabowo gibrantweet ,penetapan prabowogibran jadi presiden dan wapres terpilih hasil pilpres  pasti disambut hangat oleh para pendukungnya prabowogibran presidenwapresterpilih pilpres prabowo gibrantweet ,"['penetapan', 'prabowogibran', 'jadi', 'presiden', 'dan', 'wapres', 'terpilih', 'hasil', 'pilpres', 'pasti', 'disambut', 'hangat', 'oleh', 'para', 'pendukungnya', 'prabowogibran', 'presidenwapresterpilih', 'pilpres', 'prabowo', 'gibrantweet']","['penetapan', 'prabowogibran', 'presiden', 'wapres', 'terpilih', 'hasil', 'pilpres', 'disambut', 'hangat', 'pendukungnya', 'prabowogibran', 'presidenwapresterpilih', 'pilpres', 'prabowo', 'gibrantweet']",penetapan prabowogibran presiden wapres terpilih hasil pilpres disambut hangat pendukungnya prabowogibran presidenwapresterpilih pilpres prabowo gibrantweet,Positive
Ketua Umum Partai Nasdem Surya Paloh menyambangi kediaman Presiden Terpilih Prabowo Subianto di jalan Kertanegara Jakarta Selatan. #PartaiNasdem #SuryaPaloh #PresidenTerpilih #PrabowoSubianto #GibranRakabumingRaka @Surya_Paloh @NasDem @prabowo @gibran_tweet https://t.co/8N1tdcBSBG,Ketua Umum Partai Nasdem Surya Paloh menyambangi kediaman Presiden Terpilih Prabowo Subianto di jalan Kertanegara Jakarta Selatan PartaiNasdem SuryaPaloh PresidenTerpilih PrabowoSubianto GibranRakabumingRaka SuryaPaloh NasDem prabowo gibrantweet ,ketua umum partai nasdem surya paloh menyambangi kediaman presiden terpilih prabowo subianto di jalan kertanegara jakarta selatan partainasdem suryapaloh presidenterpilih prabowosubianto gibranrakabumingraka suryapaloh nasdem prabowo gibrantweet ,"['ketua', 'umum', 'partai', 'nasdem', 'surya', 'paloh', 'menyambangi', 'kediaman', 'presiden', 'terpilih', 'prabowo', 'subianto', 'di', 'jalan', 'kertanegara', 'jakarta', 'selatan', 'partainasdem', 'suryapaloh', 'presidenterpilih', 'prabowosubianto', 'gibranrakabumingraka', 'suryapaloh', 'nasdem', 'prabowo', 'gibrantweet']","['ketua', 'partai', 'nasdem', 'surya', 'paloh', 'menyambangi', 'kediaman', 'presiden', 'terpilih', 'prabowo', 'subianto', 'jalan', 'kertanegara', 'jakarta', 'selatan', 'partainasdem', 'suryapaloh', 'presidenterpilih', 'prabowosubianto', 'gibranrakabumingraka', 'suryapaloh', 'nasdem', 'prabowo', 'gibrantweet']",ketua partai nasdem surya paloh menyambangi kediaman presiden terpilih prabowo subianto jalan kertanegara jakarta selatan partainasdem suryapaloh presidenterpilih prabowosubianto gibranrakabumingraka suryapaloh nasdem prabowo gibrantweet,Positive
Wakil Presiden Terpilih Gibran Rakabuming Raka menyebut soal koalisi menunggu arahan Presiden Terpilih Prabowo Subianto.https://t.co/1q79xG7RCz,Wakil Presiden Terpilih Gibran Rakabuming Raka menyebut soal koalisi menunggu arahan Presiden Terpilih Prabowo Subianto,wakil presiden terpilih gibran rakabuming raka menyebut soal koalisi menunggu arahan presiden terpilih prabowo subianto,"['wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'raka', 'menyebut', 'soal', 'koalisi', 'menunggu', 'arahan', 'presiden', 'terpilih', 'prabowo', 'subianto']","['wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'raka', 'menyebut', 'koalisi', 'menunggu', 'arahan', 'presiden', 'terpilih', 'prabowo', 'subianto']",wakil presiden terpilih gibran rakabuming raka menyebut koalisi menunggu arahan presiden terpilih prabowo subianto,Positive
